Match_Id,Match_Date,Team_Name_Id,Opponent_Team_Id,Season_Id,Venue_Name,Toss_Winner_Id,Toss_Decision,IS_Superover,IS_Result,Is_DuckWorthLewis,Win_Type,Won_By,Match_Winner_Id,Man_Of_The_Match_Id,First_Umpire_Id,Second_Umpire_Id,City_Name,Host_Country
501223,20-Apr-11,7,10,4,Wankhede Stadium,10,bat,0,1,0,by wickets,7,7,126,470,492,Mumbai,India
501224,20-Apr-11,1,9,4,Eden Gardens,1,field,0,1,0,by runs,6,9,64,472,513,Kolkata,India
501225,21-Apr-11,4,5,4,"Punjab Cricket Association Stadium, Mohali",5,field,0,1,0,by runs,48,4,100,483,493,Chandigarh,India
501226,22-Apr-11,7,3,4,Wankhede Stadium,3,field,0,1,0,by runs,8,7,50,470,492,Mumbai,India
501227,22-Apr-11,1,2,4,Eden Gardens,2,field,0,1,0,by wickets,9,2,162,485,513,Kolkata,India
501228,23-Apr-11,6,4,4,Feroz Shah Kotla,4,field,0,1,0,by runs,29,6,187,483,477,Delhi,India
501229,24-Apr-11,8,7,4,"Rajiv Gandhi International Stadium, Uppal",8,field,0,1,0,by runs,37,7,194,482,517,Hyderabad,India
501230,24-Apr-11,5,9,4,Sawai Mansingh Stadium,5,field,0,1,0,by wickets,8,5,38,478,488,Jaipur,India
501231,25-Apr-11,3,10,4,"MA Chidambaram Stadium, Chepauk",10,field,0,1,0,by runs,25,3,19,472,513,Chennai,India
501232,26-Apr-11,6,2,4,Feroz Shah Kotla,2,field,0,1,0,by wickets,3,2,8,483,518,Delhi,India
501233,27-Apr-11,10,3,4,Dr DY Patil Sports Academy,10,bat,0,1,0,by wickets,8,3,248,470,487,Mumbai,India
501234,27-Apr-11,9,8,4,Nehru Stadium,9,field,0,1,0,by runs,55,8,84,482,517,Kochi,India
501235,28-Apr-11,6,1,4,Feroz Shah Kotla,6,field,0,1,0,by runs,17,1,87,493,518,Delhi,India
501236,29-Apr-11,5,7,4,Sawai Mansingh Stadium,5,field,0,1,0,by wickets,7,5,192,470,488,Jaipur,India
501237,29-Apr-11,2,10,4,M Chinnaswamy Stadium,10,field,0,1,0,by runs,26,2,8,472,485,Bangalore,India
501238,30-Apr-11,9,6,4,Nehru Stadium,6,bat,0,1,0,by runs,38,6,41,482,517,Kochi,India
501239,30-Apr-11,1,4,4,Eden Gardens,1,field,0,1,0,by wickets,8,1,140,492,487,Kolkata,India
501240,1-May-11,5,10,4,Sawai Mansingh Stadium,5,field,0,1,0,by wickets,6,5,52,488,490,Jaipur,India
501241,1-May-11,3,8,4,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by runs,19,3,109,472,513,Chennai,India
501242,2-May-11,7,4,4,Wankhede Stadium,4,field,0,1,0,by runs,23,7,221,482,493,Mumbai,India
501243,2-May-11,6,9,4,Feroz Shah Kotla,9,field,0,1,0,by wickets,7,9,294,470,487,Delhi,India
501244,3-May-11,8,1,4,"Rajiv Gandhi International Stadium, Uppal",8,field,0,1,0,by runs,20,1,31,483,518,Hyderabad,India
501245,4-May-11,3,5,4,"MA Chidambaram Stadium, Chepauk",5,bat,0,1,0,by wickets,8,3,19,485,513,Chennai,India
501246,4-May-11,10,7,4,Dr DY Patil Sports Academy,10,field,0,1,0,by runs,21,7,235,482,490,Mumbai,India
501247,5-May-11,9,1,4,Nehru Stadium,1,field,0,1,0,by runs,17,9,104,489,518,Kochi,India
501248,5-May-11,8,6,4,"Rajiv Gandhi International Stadium, Uppal",6,field,0,1,0,by wickets,4,6,41,470,492,Hyderabad,India
501249,6-May-11,2,4,4,M Chinnaswamy Stadium,4,field,0,1,0,by runs,85,2,162,472,513,Bangalore,India
501250,7-May-11,1,3,4,Eden Gardens,3,bat,0,1,1,by runs,10,1,140,470,493,Kolkata,India
501251,7-May-11,7,6,4,Wankhede Stadium,6,field,0,1,0,by runs,32,7,208,486,490,Mumbai,India
501252,8-May-11,2,9,4,M Chinnaswamy Stadium,9,bat,0,1,0,by wickets,9,2,162,472,485,Bangalore,India
501253,8-May-11,4,10,4,"Punjab Cricket Association Stadium, Mohali",4,bat,0,1,0,by wickets,5,10,235,488,518,Chandigarh,India
501254,9-May-11,5,3,4,Sawai Mansingh Stadium,5,field,0,1,0,by runs,63,3,185,486,490,Jaipur,India
501255,10-May-11,8,10,4,"Rajiv Gandhi International Stadium, Uppal",8,bat,0,1,0,by wickets,6,10,253,470,492,Hyderabad,India
501256,10-May-11,4,7,4,"Punjab Cricket Association Stadium, Mohali",7,field,0,1,0,by runs,76,4,302,488,518,Chandigarh,India
501257,11-May-11,5,2,4,Sawai Mansingh Stadium,2,field,0,1,0,by wickets,9,2,270,482,486,Jaipur,India
501258,12-May-11,3,6,4,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by runs,18,3,20,492,487,Chennai,India
501259,13-May-11,9,4,4,Holkar Cricket Stadium,4,field,0,1,0,by wickets,6,4,88,483,518,Indore,India
501260,14-May-11,2,1,4,M Chinnaswamy Stadium,2,field,0,1,1,by wickets,4,2,162,477,513,Bangalore,India
501261,14-May-11,7,8,4,Wankhede Stadium,8,bat,0,1,0,by runs,10,8,136,489,488,Mumbai,India
501262,15-May-11,4,6,4,Himachal Pradesh Cricket Association Stadium,6,field,0,1,0,by runs,29,4,67,470,487,Dharamsala,India
501263,15-May-11,9,5,4,Holkar Cricket Stadium,9,field,0,1,0,by wickets,8,9,104,493,518,Indore,India
501264,16-May-11,10,8,4,Dr DY Patil Sports Academy,8,field,0,1,0,by wickets,6,8,136,489,488,Mumbai,India
501265,17-May-11,4,2,4,Himachal Pradesh Cricket Association Stadium,4,bat,0,1,0,by runs,111,4,53,470,492,Dharamsala,India
501266,18-May-11,3,9,4,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by runs,11,3,62,482,477,Chennai,India
501267,19-May-11,10,1,4,Dr DY Patil Sports Academy,1,field,0,1,0,by wickets,7,1,31,489,490,Mumbai,India
501268,20-May-11,7,5,4,Wankhede Stadium,7,bat,0,1,0,by wickets,10,5,32,477,493,Mumbai,India
501269,21-May-11,4,8,4,Himachal Pradesh Cricket Association Stadium,4,field,0,1,0,by runs,82,8,42,470,492,Dharamsala,India
501270,21-May-11,6,10,4,Feroz Shah Kotla,6,bat,0,0,0,No Result,NULL,,,485,518,Delhi,India
501271,22-May-11,2,3,4,M Chinnaswamy Stadium,2,field,0,1,0,by wickets,8,2,162,486,477,Bangalore,India
501272,22-May-11,1,7,4,Eden Gardens,7,field,0,1,0,by wickets,5,7,275,488,490,Kolkata,India
501273,24-May-11,2,3,4,Wankhede Stadium,3,field,0,1,0,by wickets,6,3,21,470,490,Mumbai,India
501274,25-May-11,7,1,4,Wankhede Stadium,7,field,0,1,0,by wickets,4,7,126,470,490,Mumbai,India
501275,27-May-11,2,7,4,"MA Chidambaram Stadium, Chepauk",7,field,0,1,0,by runs,43,2,162,470,490,Chennai,India
501276,28-May-11,3,2,4,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by runs,58,3,185,470,490,Chennai,India
548311,4-Apr-12,3,7,5,"MA Chidambaram Stadium, Chepauk",7,field,0,1,0,by wickets,8,7,304,494,490,Chennai,India
548312,5-Apr-12,1,6,5,Eden Gardens,6,field,0,1,0,by wickets,8,6,29,483,482,Kolkata,India
548313,6-Apr-12,7,10,5,Wankhede Stadium,7,field,0,1,0,by runs,28,10,306,495,490,Mumbai,India
548314,6-Apr-12,5,4,5,Sawai Mansingh Stadium,4,field,0,1,0,by runs,31,5,85,474,488,Jaipur,India
548315,7-Apr-12,2,6,5,M Chinnaswamy Stadium,6,field,0,1,0,by runs,20,2,110,483,489,Bangalore,India
548316,7-Apr-12,8,3,5,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,8,field,0,1,0,by runs,74,3,35,494,482,Visakhapatnam,India
548317,8-Apr-12,5,1,5,Sawai Mansingh Stadium,1,field,0,1,0,by runs,22,5,104,474,496,Jaipur,India
548318,8-Apr-12,10,4,5,Subrata Roy Sahara Stadium,10,bat,0,1,0,by runs,22,10,307,491,490,Pune,India
548319,9-Apr-12,8,7,5,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,8,bat,0,1,0,by wickets,5,7,57,495,494,Visakhapatnam,India
548320,10-Apr-12,2,1,5,M Chinnaswamy Stadium,2,field,0,1,0,by runs,42,1,151,489,518,Bangalore,India
548321,10-Apr-12,6,3,5,Feroz Shah Kotla,6,field,0,1,0,by wickets,8,6,190,470,488,Delhi,India
548322,11-Apr-12,7,5,5,Wankhede Stadium,5,field,0,1,0,by runs,27,7,221,472,497,Mumbai,India
548323,12-Apr-12,3,2,5,"MA Chidambaram Stadium, Chepauk",2,bat,0,1,0,by wickets,5,3,303,482,518,Chennai,India
548324,12-Apr-12,4,10,5,"Punjab Cricket Association Stadium, Mohali",4,field,0,1,0,by wickets,7,4,137,496,488,Chandigarh,India
548325,13-Apr-12,1,5,5,Eden Gardens,5,bat,0,1,0,by wickets,5,1,276,470,483,Kolkata,India
548326,19-Apr-12,6,8,5,Feroz Shah Kotla,8,bat,0,1,0,by wickets,5,6,158,474,488,Delhi,India
548327,14-Apr-12,10,3,5,Subrata Roy Sahara Stadium,3,bat,0,1,0,by wickets,7,10,157,472,497,Pune,India
548328,15-Apr-12,1,4,5,Eden Gardens,1,field,0,1,0,by runs,2,4,315,470,483,Kolkata,India
548329,15-Apr-12,2,5,5,M Chinnaswamy Stadium,5,bat,0,1,0,by runs,59,5,85,494,518,Bangalore,India
548330,16-Apr-12,7,6,5,Wankhede Stadium,6,field,0,1,0,by wickets,7,6,293,474,488,Mumbai,India
548331,17-Apr-12,5,8,5,Sawai Mansingh Stadium,8,bat,0,1,0,by wickets,5,5,104,472,497,Jaipur,India
548332,17-Apr-12,2,10,5,M Chinnaswamy Stadium,10,bat,0,1,0,by wickets,6,2,162,483,491,Bangalore,India
548333,18-Apr-12,4,1,5,"Punjab Cricket Association Stadium, Mohali",4,bat,0,1,0,by wickets,8,1,40,494,518,Chandigarh,India
548334,10-May-12,8,6,5,"Rajiv Gandhi International Stadium, Uppal",8,bat,0,1,0,by wickets,9,6,187,494,490,Hyderabad,India
548335,19-Apr-12,3,10,5,"MA Chidambaram Stadium, Chepauk",10,field,0,1,0,by runs,13,3,324,470,491,Chennai,India
548336,20-Apr-12,4,2,5,"Punjab Cricket Association Stadium, Mohali",2,field,0,1,0,by wickets,5,2,162,489,518,Chandigarh,India
548337,21-Apr-12,3,5,5,"MA Chidambaram Stadium, Chepauk",5,bat,0,1,0,by wickets,7,3,303,472,497,Chennai,India
548338,21-Apr-12,6,10,5,Feroz Shah Kotla,6,field,0,1,0,by runs,20,10,1,470,491,Delhi,India
548339,22-Apr-12,7,4,5,Wankhede Stadium,7,bat,0,1,0,by wickets,6,4,100,489,518,Mumbai,India
548340,22-Apr-12,8,1,5,Barabati Stadium,1,field,0,1,0,by wickets,5,1,66,474,488,Cuttack,India
548341,23-Apr-12,5,2,5,Sawai Mansingh Stadium,5,field,0,1,0,by runs,46,2,110,470,483,Jaipur,India
548342,24-Apr-12,10,6,5,Subrata Roy Sahara Stadium,10,bat,0,1,0,by wickets,8,6,41,489,518,Pune,India
548344,25-Apr-12,4,7,5,"Punjab Cricket Association Stadium, Mohali",4,bat,0,1,0,by wickets,4,7,208,472,497,Chandigarh,India
548346,26-Apr-12,10,8,5,Subrata Roy Sahara Stadium,8,bat,0,1,0,by runs,18,8,10,489,518,Pune,India
548347,27-Apr-12,6,7,5,Feroz Shah Kotla,7,field,0,1,0,by runs,37,6,41,472,497,Delhi,India
548348,28-Apr-12,3,4,5,"MA Chidambaram Stadium, Chepauk",4,bat,0,1,0,by runs,7,4,236,474,488,Chennai,India
548349,28-Apr-12,1,2,5,Eden Gardens,1,bat,0,1,0,by runs,47,1,40,470,478,Kolkata,India
548350,29-Apr-12,6,5,5,Feroz Shah Kotla,6,bat,0,1,0,by runs,1,6,41,489,518,Delhi,India
548351,29-Apr-12,7,8,5,Wankhede Stadium,7,field,0,1,0,by wickets,5,7,94,495,497,Mumbai,India
548352,30-Apr-12,3,1,5,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by wickets,5,1,40,474,499,Chennai,India
548353,1-May-12,8,10,5,Barabati Stadium,8,bat,0,1,0,by runs,13,8,26,472,495,Cuttack,India
548354,1-May-12,5,6,5,Sawai Mansingh Stadium,5,bat,0,1,0,by wickets,6,6,322,494,490,Jaipur,India
548355,2-May-12,2,4,5,M Chinnaswamy Stadium,4,field,0,1,0,by wickets,4,4,321,474,499,Bangalore,India
548356,3-May-12,10,7,5,Subrata Roy Sahara Stadium,7,bat,0,1,0,by runs,1,7,194,470,483,Pune,India
548357,4-May-12,3,8,5,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by runs,10,3,21,482,497,Chennai,India
548358,5-May-12,1,10,5,Eden Gardens,1,bat,0,1,0,by runs,7,1,315,474,488,Kolkata,India
548359,5-May-12,4,5,5,"Punjab Cricket Association Stadium, Mohali",5,bat,0,1,0,by runs,43,5,32,494,490,Chandigarh,India
548360,6-May-12,7,3,5,Wankhede Stadium,7,field,0,1,0,by wickets,2,7,147,470,483,Mumbai,India
548361,6-May-12,2,8,5,M Chinnaswamy Stadium,2,field,0,1,0,by wickets,5,2,110,482,497,Bangalore,India
548362,7-May-12,6,1,5,Feroz Shah Kotla,6,bat,0,1,0,by wickets,6,1,9,494,489,Delhi,India
548363,8-May-12,10,5,5,Subrata Roy Sahara Stadium,10,bat,0,1,0,by wickets,7,5,32,470,478,Pune,India
548364,8-May-12,8,4,5,"Rajiv Gandhi International Stadium, Uppal",8,field,0,1,0,by runs,25,4,236,482,497,Hyderabad,India
548365,9-May-12,7,2,5,Wankhede Stadium,2,field,0,1,0,by wickets,9,2,162,474,496,Mumbai,India
548366,10-May-12,5,3,5,Sawai Mansingh Stadium,3,field,0,1,0,by wickets,4,3,451,497,499,Jaipur,India
548367,11-May-12,10,2,5,Subrata Roy Sahara Stadium,10,field,0,1,0,by runs,35,2,162,474,488,Pune,India
548368,12-May-12,1,7,5,Eden Gardens,7,bat,0,1,0,by runs,27,7,57,489,490,Kolkata,India
548369,12-May-12,3,6,5,"MA Chidambaram Stadium, Chepauk",3,field,0,1,0,by wickets,9,3,451,491,478,Chennai,India
548370,13-May-12,5,10,5,Sawai Mansingh Stadium,5,bat,0,1,0,by runs,45,5,335,474,488,Jaipur,India
548371,13-May-12,4,8,5,"Punjab Cricket Association Stadium, Mohali",8,bat,0,1,0,by wickets,4,4,4,482,497,Chandigarh,India
548372,14-May-12,2,7,5,M Chinnaswamy Stadium,7,field,0,1,0,by wickets,5,7,208,491,478,Bangalore,India
548373,14-May-12,1,3,5,Eden Gardens,3,field,0,1,0,by wickets,5,3,19,494,490,Kolkata,India
548374,15-May-12,6,4,5,Feroz Shah Kotla,4,bat,0,1,0,by wickets,5,6,232,482,497,Delhi,India
548375,16-May-12,7,1,5,Wankhede Stadium,7,field,0,1,0,by runs,32,1,315,491,478,Mumbai,India
548376,17-May-12,4,3,5,Himachal Pradesh Cricket Association Stadium,4,field,0,1,0,by wickets,6,4,53,496,488,Dharamsala,India
548377,17-May-12,6,2,5,Feroz Shah Kotla,6,field,0,1,0,by runs,21,2,162,482,499,Delhi,India
548378,18-May-12,8,5,5,"Rajiv Gandhi International Stadium, Uppal",5,bat,0,1,0,by wickets,5,8,94,489,490,Hyderabad,India
548379,19-May-12,4,6,5,Himachal Pradesh Cricket Association Stadium,6,field,0,1,0,by wickets,6,6,232,474,496,Dharamsala,India
548380,19-May-12,10,1,5,Subrata Roy Sahara Stadium,1,bat,0,1,0,by runs,34,1,276,483,478,Pune,India
548381,20-May-12,8,2,5,"Rajiv Gandhi International Stadium, Uppal",2,field,0,1,0,by runs,9,8,94,489,490,Hyderabad,India
548382,20-May-12,5,7,5,Sawai Mansingh Stadium,5,bat,0,1,0,by wickets,10,7,147,482,499,Jaipur,India
548383,22-May-12,6,1,5,Subrata Roy Sahara Stadium,1,bat,0,1,0,by runs,18,1,31,478,490,Pune,India
548384,23-May-12,3,7,5,M Chinnaswamy Stadium,7,field,0,1,0,by runs,38,3,20,474,482,Bangalore,India
548385,25-May-12,6,3,5,"MA Chidambaram Stadium, Chepauk",6,field,0,1,0,by runs,86,3,185,478,490,Chennai,India
548386,27-May-12,1,3,5,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by wickets,5,1,214,474,490,Chennai,India
598003,3-Apr-13,1,6,6,Eden Gardens,1,field,0,1,0,by wickets,6,1,315,489,490,Kolkata,India
598004,4-Apr-13,2,7,6,M Chinnaswamy Stadium,7,field,0,1,0,by runs,2,2,162,496,499,Bangalore,India
598005,5-Apr-13,11,10,6,"Rajiv Gandhi International Stadium, Uppal",10,field,0,1,0,by runs,22,11,136,489,490,Hyderabad,India
598006,6-Apr-13,6,5,6,Feroz Shah Kotla,5,bat,0,1,0,by runs,5,5,6,491,499,Delhi,India
598007,6-Apr-13,3,7,6,"MA Chidambaram Stadium, Chepauk",7,bat,0,1,0,by runs,9,7,221,481,496,Chennai,India
598008,7-Apr-13,10,4,6,Subrata Roy Sahara Stadium,10,bat,0,1,0,by wickets,8,4,345,483,490,Pune,India
598009,7-Apr-13,11,2,6,"Rajiv Gandhi International Stadium, Uppal",2,bat,1,1,0,Tie,NULL,11,340,495,489,Hyderabad,India
598010,8-Apr-13,5,1,6,Sawai Mansingh Stadium,1,field,0,1,0,by runs,19,5,39,472,491,Jaipur,India
598011,9-Apr-13,7,6,6,Wankhede Stadium,7,bat,0,1,0,by runs,44,7,88,481,496,Mumbai,India
598012,10-Apr-13,4,3,6,"Punjab Cricket Association Stadium, Mohali",3,field,0,1,0,by wickets,10,3,19,472,499,Chandigarh,India
598013,11-Apr-13,2,1,6,M Chinnaswamy Stadium,2,field,0,1,0,by wickets,8,2,162,470,495,Bangalore,India
598014,11-Apr-13,10,5,6,Subrata Roy Sahara Stadium,5,bat,0,1,0,by wickets,7,10,254,481,503,Pune,India
598015,12-Apr-13,6,11,6,Feroz Shah Kotla,6,bat,0,1,0,by wickets,3,11,136,472,519,Delhi,India
598016,13-Apr-13,7,10,6,Wankhede Stadium,7,bat,0,1,0,by runs,41,7,57,489,490,Mumbai,India
598017,13-Apr-13,3,2,6,"MA Chidambaram Stadium, Chepauk",3,field,0,1,0,by wickets,4,3,35,470,495,Chennai,India
598018,14-Apr-13,1,11,6,Eden Gardens,1,bat,0,1,0,by runs,48,1,40,481,496,Kolkata,India
598019,14-Apr-13,5,4,6,Sawai Mansingh Stadium,5,field,0,1,0,by wickets,6,5,310,472,499,Jaipur,India
598020,15-Apr-13,3,10,6,"MA Chidambaram Stadium, Chepauk",10,bat,0,1,0,by runs,24,10,306,470,495,Chennai,India
598021,16-Apr-13,4,1,6,"Punjab Cricket Association Stadium, Mohali",1,field,0,1,0,by runs,4,4,120,498,490,Chandigarh,India
598022,16-Apr-13,2,6,6,M Chinnaswamy Stadium,2,field,1,1,0,Tie,NULL,2,8,481,496,Bangalore,India
598023,17-Apr-13,10,11,6,Subrata Roy Sahara Stadium,10,field,0,1,0,by runs,11,11,136,470,495,Pune,India
598024,17-Apr-13,5,7,6,Sawai Mansingh Stadium,5,bat,0,1,0,by runs,87,5,85,472,499,Jaipur,India
598025,18-Apr-13,6,3,6,Feroz Shah Kotla,3,bat,0,1,0,by runs,86,3,19,481,496,Delhi,India
598026,19-Apr-13,11,4,6,"Rajiv Gandhi International Stadium, Uppal",4,bat,0,1,0,by wickets,5,11,340,482,498,Hyderabad,India
598027,20-Apr-13,1,3,6,Eden Gardens,1,bat,0,1,0,by wickets,4,3,35,470,495,Kolkata,India
598028,20-Apr-13,2,5,6,M Chinnaswamy Stadium,2,field,0,1,0,by wickets,7,2,81,472,499,Bangalore,India
598029,21-Apr-13,6,7,6,Feroz Shah Kotla,7,bat,0,1,0,by wickets,9,6,41,482,489,Delhi,India
598030,21-Apr-13,4,10,6,"Punjab Cricket Association Stadium, Mohali",4,field,0,1,0,by wickets,7,4,320,481,503,Chandigarh,India
598031,22-Apr-13,3,5,6,"MA Chidambaram Stadium, Chepauk",5,bat,0,1,0,by wickets,5,3,19,483,495,Chennai,India
598032,23-Apr-13,2,10,6,M Chinnaswamy Stadium,10,field,0,1,0,by runs,130,2,162,472,499,Bangalore,India
598033,16-May-13,4,6,6,Himachal Pradesh Cricket Association Stadium,6,field,0,1,0,by runs,7,4,320,482,489,Dharamsala,India
598034,24-Apr-13,1,7,6,Eden Gardens,1,bat,0,1,0,by wickets,5,7,147,482,489,Kolkata,India
598035,25-Apr-13,3,11,6,"MA Chidambaram Stadium, Chepauk",11,bat,0,1,0,by wickets,5,3,20,472,491,Chennai,India
598036,26-Apr-13,1,4,6,Eden Gardens,4,bat,0,1,0,by wickets,6,1,9,498,489,Kolkata,India
598037,27-Apr-13,5,11,6,Sawai Mansingh Stadium,11,bat,0,1,0,by wickets,8,5,310,496,503,Jaipur,India
598038,27-Apr-13,7,2,6,Wankhede Stadium,7,bat,0,1,0,by runs,58,7,147,470,483,Mumbai,India
598039,28-Apr-13,3,1,6,"MA Chidambaram Stadium, Chepauk",1,field,0,1,0,by runs,14,3,19,472,490,Chennai,India
598040,28-Apr-13,6,10,6,Shaheed Veer Narayan Singh International Stadium,10,field,0,1,0,by runs,15,6,187,498,489,Raipur,India
598041,29-Apr-13,5,2,6,Sawai Mansingh Stadium,5,field,0,1,0,by wickets,4,5,351,481,503,Jaipur,India
598042,29-Apr-13,7,4,6,Wankhede Stadium,7,bat,0,1,0,by runs,4,7,57,470,495,Mumbai,India
598043,30-Apr-13,10,3,6,Subrata Roy Sahara Stadium,3,bat,0,1,0,by runs,37,3,20,491,490,Pune,India
598044,1-May-13,11,7,6,"Rajiv Gandhi International Stadium, Uppal",7,bat,0,1,0,by wickets,7,11,84,470,483,Hyderabad,India
598045,1-May-13,6,1,6,Shaheed Veer Narayan Singh International Stadium,1,bat,0,1,0,by wickets,7,6,187,482,498,Raipur,India
598046,2-May-13,3,4,6,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by runs,15,3,21,481,496,Chennai,India
598047,2-May-13,10,2,6,Subrata Roy Sahara Stadium,2,bat,0,1,0,by runs,17,2,110,472,499,Pune,India
598048,3-May-13,1,5,6,Eden Gardens,5,bat,0,1,0,by wickets,8,1,31,482,498,Kolkata,India
598049,4-May-13,11,6,6,"Rajiv Gandhi International Stadium, Uppal",6,bat,0,1,0,by wickets,6,11,362,470,483,Hyderabad,India
598050,14-May-13,2,4,6,M Chinnaswamy Stadium,4,field,0,1,0,by wickets,7,4,53,482,489,Bangalore,India
598051,5-May-13,7,3,6,Wankhede Stadium,7,bat,0,1,0,by runs,60,7,357,482,498,Mumbai,India
598052,5-May-13,5,10,6,Sawai Mansingh Stadium,10,bat,0,1,0,by wickets,5,5,85,499,518,Jaipur,India
598053,9-Apr-13,2,11,6,M Chinnaswamy Stadium,11,bat,0,1,0,by wickets,7,2,8,489,490,Bangalore,India
598054,7-May-13,5,6,6,Sawai Mansingh Stadium,6,bat,0,1,0,by wickets,9,5,85,472,518,Jaipur,India
598055,7-May-13,7,1,6,Wankhede Stadium,7,bat,0,1,0,by runs,65,7,133,482,489,Mumbai,India
598056,8-May-13,11,3,6,"Rajiv Gandhi International Stadium, Uppal",11,field,0,1,0,by runs,77,3,21,491,500,Hyderabad,India
598057,9-May-13,4,5,6,"Punjab Cricket Association Stadium, Mohali",5,field,0,1,0,by wickets,8,5,309,482,489,Chandigarh,India
598058,9-May-13,10,1,6,Subrata Roy Sahara Stadium,1,bat,0,1,0,by runs,46,1,40,470,483,Pune,India
598059,10-May-13,6,2,6,Feroz Shah Kotla,6,field,0,1,0,by runs,4,2,346,500,503,Delhi,India
598060,11-May-13,10,7,6,Subrata Roy Sahara Stadium,10,bat,0,1,0,by wickets,5,7,357,470,495,Pune,India
598061,11-May-13,4,11,6,"Punjab Cricket Association Stadium, Mohali",4,field,0,1,0,by runs,30,11,17,491,518,Chandigarh,India
598062,12-May-13,1,2,6,JSCA International Stadium Complex,1,field,0,1,0,by wickets,5,1,9,500,503,Ranchi,India
598063,12-May-13,5,3,6,Sawai Mansingh Stadium,5,field,0,1,0,by wickets,5,5,32,482,498,Jaipur,India
598064,23-Apr-13,6,4,6,Feroz Shah Kotla,4,field,0,1,0,by wickets,5,4,256,496,503,Delhi,India
598065,13-May-13,7,11,6,Wankhede Stadium,11,bat,0,1,0,by wickets,7,7,221,495,490,Mumbai,India
598066,15-May-13,1,10,6,JSCA International Stadium Complex,1,field,0,1,0,by runs,7,10,96,500,503,Ranchi,India
598067,14-May-13,3,6,6,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by runs,33,3,20,499,518,Chennai,India
598068,15-May-13,7,5,6,Wankhede Stadium,5,field,0,1,0,by runs,14,7,207,470,483,Mumbai,India
